06/03/2000;00:00:00;6504145
07/03/2000;00:00:00;6241514
08/03/2000;00:00:00;5847970
09/03/2000;00:00:00;5613596
10/03/2000;00:00:00;5373364
11/03/2000;00:00:00;5296051
12/03/2000;00:00:00;4996113
13/03/2000;00:00:00;4753098
14/03/2000;00:00:00;4699500
15/03/2000;00:00:00;4637364
16/03/2000;00:00:00;4357254
17/03/2000;00:00:00;4195872
18/03/2000;00:00:00;4183198
19/03/2000;00:00:00;4115644
20/03/2000;00:00:00;4007293
21/03/2000;00:00:00;3965283
22/03/2000;00:00:00;3855105
23/03/2000;00:00:00;3673626
24/03/2000;00:00:00;3990058
25/03/2000;00:00:00;4089255
26/03/2000;00:00:00;3937165
27/03/2000;00:00:00;3882080
28/03/2000;00:00:00;3694718
29/03/2000;00:00:00;3492854
30/03/2000;00:00:00;3640736
31/03/2000;00:00:00;4017749
01/04/2000;00:00:00;4847540
02/04/2000;00:00:00;4287248
03/04/2000;00:00:00;4072816
04/04/2000;00:00:00;5914142
05/04/2000;00:00:00;4594957
06/04/2000;00:00:00;3804766
07/04/2000;00:00:00;3536783
08/04/2000;00:00:00;3307619
09/04/2000;00:00:00;3218928
10/04/2000;00:00:00;3175488
11/04/2000;00:00:00;3017521
12/04/2000;00:00:00;2962082
13/04/2000;00:00:00;2957882
14/04/2000;00:00:00;2797365
15/04/2000;00:00:00;4198217
16/04/2000;00:00:00;4337911
17/04/2000;00:00:00;5269763
18/04/2000;00:00:00;5446130
19/04/2000;00:00:00;7215260
20/04/2000;00:00:00;6378823
21/04/2000;00:00:00;20560916
22/04/2000;00:00:00;10802515
23/04/2000;00:00:00;9412944
24/04/2000;00:00:00;9255896
25/04/2000;00:00:00;10115394
26/04/2000;00:00:00;9837156
27/04/2000;00:00:00;9721943
28/04/2000;00:00:00;7961500
29/04/2000;00:00:00;7295630
30/04/2000;00:00:00;6613325
01/05/2000;00:00:00;6120232
02/05/2000;00:00:00;5754774
03/05/2000;00:00:00;5514181
04/05/2000;00:00:00;5417029
05/05/2000;00:00:00;5191714
06/05/2000;00:00:00;5015924
07/05/2000;00:00:00;4727544
08/05/2000;00:00:00;4489669
09/05/2000;00:00:00;4353105
10/05/2000;00:00:00;4345050
11/05/2000;00:00:00;5510003
12/05/2000;00:00:00;13653617
13/05/2000;00:00:00;8234154
14/05/2000;00:00:00;6666282
15/05/2000;00:00:00;4897702
16/05/2000;00:00:00;4443652
17/05/2000;00:00:00;4147611
18/05/2000;00:00:00;3914653
19/05/2000;00:00:00;3686078
20/05/2000;00:00:00;3573698
21/05/2000;00:00:00;3526430
22/05/2000;00:00:00;3380450
23/05/2000;00:00:00;3148883
24/05/2000;00:00:00;3148883
25/05/2000;00:00:00;3372897
26/05/2000;00:00:00;3411893
27/05/2000;00:00:00;3700681
28/05/2000;00:00:00;6054417
29/05/2000;00:00:00;7562664
30/05/2000;00:00:00;4013454
31/05/2000;00:00:00;3756653
01/06/2000;00:00:00;3687916
02/06/2000;00:00:00;3383757
03/06/2000;00:00:00;3082349
04/06/2000;00:00:00;2817048
05/06/2000;00:00:00;2633553
06/06/2000;00:00:00;2534123
07/06/2000;00:00:00;2436252
08/06/2000;00:00:00;2366157
09/06/2000;00:00:00;2289368
10/06/2000;00:00:00;2421350
11/06/2000;00:00:00;2179742
12/06/2000;00:00:00;2009649
13/06/2000;00:00:00;1921341
14/06/2000;00:00:00;1814566
15/06/2000;00:00:00;1751424
16/06/2000;00:00:00;1676751
17/06/2000;00:00:00;1575618
18/06/2000;00:00:00;1455970
19/06/2000;00:00:00;1388867
20/06/2000;00:00:00;1375011
21/06/2000;00:00:00;1527514
22/06/2000;00:00:00;1479279
23/06/2000;00:00:00;1347108
24/06/2000;00:00:00;1301380
25/06/2000;00:00:00;1254499
26/06/2000;00:00:00;1278142
27/06/2000;00:00:00;1169664
28/06/2000;00:00:00;1036639
29/06/2000;00:00:00;962295
30/06/2000;00:00:00;937129
01/07/2000;00:00:00;943724
02/07/2000;00:00:00;1366246
03/07/2000;00:00:00;1285138
04/07/2000;00:00:00;1268713
05/07/2000;00:00:00;1708141
06/07/2000;00:00:00;1385024
07/07/2000;00:00:00;1038051
08/07/2000;00:00:00;2191634
09/07/2000;00:00:00;1323077
10/07/2000;00:00:00;1645597
11/07/2000;00:00:00;1687129
12/07/2000;00:00:00;1217242
13/07/2000;00:00:00;984114
14/07/2000;00:00:00;951854
15/07/2000;00:00:00;940919
16/07/2000;00:00:00;853047
17/07/2000;00:00:00;768832
18/07/2000;00:00:00;664054
19/07/2000;00:00:00;631369
20/07/2000;00:00:00;615210
21/07/2000;00:00:00;564717
22/07/2000;00:00:00;542356
23/07/2000;00:00:00;518629
24/07/2000;00:00:00;534007
25/07/2000;00:00:00;559689
26/07/2000;00:00:00;582618
27/07/2000;00:00:00;783665
28/07/2000;00:00:00;760848
29/07/2000;00:00:00;3047681
30/07/2000;00:00:00;1223747
31/07/2000;00:00:00;800527
01/08/2000;00:00:00;628452
02/08/2000;00:00:00;582938
03/08/2000;00:00:00;589622
04/08/2000;00:00:00;564204
05/08/2000;00:00:00;464830
06/08/2000;00:00:00;413717
07/08/2000;00:00:00;400708
08/08/2000;00:00:00;393486
09/08/2000;00:00:00;385422
10/08/2000;00:00:00;364118
11/08/2000;00:00:00;338525
12/08/2000;00:00:00;336991
13/08/2000;00:00:00;318778
14/08/2000;00:00:00;321836
15/08/2000;00:00:00;336991
16/08/2000;00:00:00;331317
17/08/2000;00:00:00;459181
18/08/2000;00:00:00;481242
19/08/2000;00:00:00;339631
20/08/2000;00:00:00;345633
21/08/2000;00:00:00;338525
22/08/2000;00:00:00;317687
23/08/2000;00:00:00;280541
24/08/2000;00:00:00;280541
25/08/2000;00:00:00;268899
26/08/2000;00:00:00;252666
27/08/2000;00:00:00;250586
28/08/2000;00:00:00;233251
29/08/2000;00:00:00;225517
30/08/2000;00:00:00;226051
31/08/2000;00:00:00;203968
01/09/2000;00:00:00;174052
02/09/2000;00:00:00;170385
03/09/2000;00:00:00;162438
04/09/2000;00:00:00;164027
05/09/2000;00:00:00;156081
06/09/2000;00:00:00;118267
07/09/2000;00:00:00;109218
08/09/2000;00:00:00;105087
09/09/2000;00:00:00;73013
10/09/2000;00:00:00;18435
11/09/2000;00:00:00;0
12/09/2000;00:00:00;0
13/09/2000;00:00:00;0
14/09/2000;00:00:00;0
15/09/2000;00:00:00;0
16/09/2000;00:00:00;0
17/09/2000;00:00:00;0
18/09/2000;00:00:00;0
19/09/2000;00:00:00;0
20/09/2000;00:00:00;0
21/09/2000;00:00:00;23767
22/09/2000;00:00:00;13746
23/09/2000;00:00:00;13371
24/09/2000;00:00:00;1586
25/09/2000;00:00:00;0
26/09/2000;00:00:00;2915
27/09/2000;00:00:00;1030
28/09/2000;00:00:00;0
29/09/2000;00:00:00;480122
30/09/2000;00:00:00;194931
01/10/2000;00:00:00;152657
02/10/2000;00:00:00;144402
03/10/2000;00:00:00;116898
04/10/2000;00:00:00;89388
05/10/2000;00:00:00;63627
06/10/2000;00:00:00;51556
07/10/2000;00:00:00;51237
08/10/2000;00:00:00;52676
09/10/2000;00:00:00;54485
10/10/2000;00:00:00;616015
11/10/2000;00:00:00;730737
12/10/2000;00:00:00;853888
13/10/2000;00:00:00;635405
14/10/2000;00:00:00;444864
15/10/2000;00:00:00;329316
16/10/2000;00:00:00;456691
17/10/2000;00:00:00;408751
18/10/2000;00:00:00;329476
19/10/2000;00:00:00;1708450
20/10/2000;00:00:00;1401365
21/10/2000;00:00:00;1194648
22/10/2000;00:00:00;1512935
23/10/2000;00:00:00;1073278
24/10/2000;00:00:00;867119
25/10/2000;00:00:00;750850
26/10/2000;00:00:00;694481
27/10/2000;00:00:00;657986
28/10/2000;00:00:00;628263
29/10/2000;00:00:00;1671962
30/10/2000;00:00:00;1723260
31/10/2000;00:00:00;8673494
01/11/2000;00:00:00;3930247
02/11/2000;00:00:00;2922617
03/11/2000;00:00:00;5704004
04/11/2000;00:00:00;3450883
05/11/2000;00:00:00;2645985
06/11/2000;00:00:00;12611939
07/11/2000;00:00:00;16067185
08/11/2000;00:00:00;6905793
09/11/2000;00:00:00;5249768
10/11/2000;00:00:00;4347733
11/11/2000;00:00:00;3905974
12/11/2000;00:00:00;4171791
13/11/2000;00:00:00;24448236
14/11/2000;00:00:00;14248247
15/11/2000;00:00:00;11106922
16/11/2000;00:00:00;9249337
17/11/2000;00:00:00;9955377
18/11/2000;00:00:00;8966277
19/11/2000;00:00:00;7985497
20/11/2000;00:00:00;7876813
21/11/2000;00:00:00;7576902
22/11/2000;00:00:00;7652542
23/11/2000;00:00:00;8591667
24/11/2000;00:00:00;9160115
25/11/2000;00:00:00;9425365
26/11/2000;00:00:00;9823588
27/11/2000;00:00:00;10218209
28/11/2000;00:00:00;10448873
29/11/2000;00:00:00;10824034
30/11/2000;00:00:00;11004791
01/12/2000;00:00:00;11100582
02/12/2000;00:00:00;11250575
03/12/2000;00:00:00;11424458
04/12/2000;00:00:00;11477496
05/12/2000;00:00:00;11649304
06/12/2000;00:00:00;11902794
07/12/2000;00:00:00;12022406
08/12/2000;00:00:00;31371736
09/12/2000;00:00:00;32312944
10/12/2000;00:00:00;32280362
11/12/2000;00:00:00;50121948
12/12/2000;00:00:00;45526740
13/12/2000;00:00:00;102819000
14/12/2000;00:00:00;66285400
15/12/2000;00:00:00;54653124
16/12/2000;00:00:00;31603658
17/12/2000;00:00:00;27725854
18/12/2000;00:00:00;28255782
19/12/2000;00:00:00;38828900
20/12/2000;00:00:00;25725550
21/12/2000;00:00:00;22134106
22/12/2000;00:00:00;19569570
23/12/2000;00:00:00;17932072
24/12/2000;00:00:00;16712939
25/12/2000;00:00:00;15801570
26/12/2000;00:00:00;15170897
27/12/2000;00:00:00;15010032
28/12/2000;00:00:00;13376757
29/12/2000;00:00:00;12448621
30/12/2000;00:00:00;12074254
31/12/2000;00:00:00;11506727
01/01/2001;00:00:00;26981102
02/01/2001;00:00:00;62005020
03/01/2001;00:00:00;56119024
04/01/2001;00:00:00;64036812
05/01/2001;00:00:00;75483704
06/01/2001;00:00:00;92835640
07/01/2001;00:00:00;35418848
08/01/2001;00:00:00;27703232
09/01/2001;00:00:00;23443026
10/01/2001;00:00:00;23162874
11/01/2001;00:00:00;45398108
12/01/2001;00:00:00;28571450
13/01/2001;00:00:00;32418198
14/01/2001;00:00:00;23783906
15/01/2001;00:00:00;19276288
16/01/2001;00:00:00;17927468
17/01/2001;00:00:00;17069420
18/01/2001;00:00:00;15982940
19/01/2001;00:00:00;15180696
20/01/2001;00:00:00;14002913
21/01/2001;00:00:00;13094929
22/01/2001;00:00:00;20682394
23/01/2001;00:00:00;23929478
24/01/2001;00:00:00;69957584
25/01/2001;00:00:00;48363020
26/01/2001;00:00:00;31364210
27/01/2001;00:00:00;35270760
28/01/2001;00:00:00;26048022
29/01/2001;00:00:00;35804724
30/01/2001;00:00:00;21439086
31/01/2001;00:00:00;21165352
01/02/2001;00:00:00;19177496
02/02/2001;00:00:00;17270936
03/02/2001;00:00:00;17708456
04/02/2001;00:00:00;16359946
05/02/2001;00:00:00;23068944
06/02/2001;00:00:00;34498092
07/02/2001;00:00:00;47379936
08/02/2001;00:00:00;30561806
09/02/2001;00:00:00;26319040
10/02/2001;00:00:00;21475250
11/02/2001;00:00:00;20095892
12/02/2001;00:00:00;18914608
13/02/2001;00:00:00;17184942
14/02/2001;00:00:00;15404208
15/02/2001;00:00:00;14493315
16/02/2001;00:00:00;13595162
17/02/2001;00:00:00;12789180
18/02/2001;00:00:00;12030081
19/02/2001;00:00:00;11483499
20/02/2001;00:00:00;11061196
21/02/2001;00:00:00;10786943
22/02/2001;00:00:00;10355866
23/02/2001;00:00:00;10019125
24/02/2001;00:00:00;9666645
25/02/2001;00:00:00;9151100
26/02/2001;00:00:00;8646596
27/02/2001;00:00:00;9166565
28/02/2001;00:00:00;13185061
01/03/2001;00:00:00;10799060
02/03/2001;00:00:00;9083774
03/03/2001;00:00:00;8626571
04/03/2001;00:00:00;8241887
05/03/2001;00:00:00;10663144
06/03/2001;00:00:00;8055129
07/03/2001;00:00:00;8408099
08/03/2001;00:00:00;8312554
09/03/2001;00:00:00;7936729
10/03/2001;00:00:00;7716726
11/03/2001;00:00:00;8358990
12/03/2001;00:00:00;15640798
13/03/2001;00:00:00;10585442
14/03/2001;00:00:00;18477748
15/03/2001;00:00:00;13451624
16/03/2001;00:00:00;13418233
17/03/2001;00:00:00;11986566
18/03/2001;00:00:00;12700746
19/03/2001;00:00:00;37361424
20/03/2001;00:00:00;18792108
21/03/2001;00:00:00;47683944
22/03/2001;00:00:00;55606300
23/03/2001;00:00:00;44333496
24/03/2001;00:00:00;44652296
25/03/2001;00:00:00;34936784
26/03/2001;00:00:00;26122982
27/03/2001;00:00:00;21281940
28/03/2001;00:00:00;22019034
29/03/2001;00:00:00;33132518
30/03/2001;00:00:00;21946308
31/03/2001;00:00:00;17741852
01/04/2001;00:00:00;16390532
02/04/2001;00:00:00;15339778
03/04/2001;00:00:00;14617248
04/04/2001;00:00:00;14606448
05/04/2001;00:00:00;20466224
06/04/2001;00:00:00;15070768
07/04/2001;00:00:00;17045374
08/04/2001;00:00:00;16976722
09/04/2001;00:00:00;12945436
10/04/2001;00:00:00;12169086
11/04/2001;00:00:00;11609214
12/04/2001;00:00:00;10852793
13/04/2001;00:00:00;10191515
14/04/2001;00:00:00;9790113
15/04/2001;00:00:00;9316612
16/04/2001;00:00:00;9109582
17/04/2001;00:00:00;8776889
18/04/2001;00:00:00;8411584
19/04/2001;00:00:00;8191523
20/04/2001;00:00:00;7929511
21/04/2001;00:00:00;7598681
22/04/2001;00:00:00;7196753
23/04/2001;00:00:00;7655625
24/04/2001;00:00:00;8165338
25/04/2001;00:00:00;8392003
26/04/2001;00:00:00;7751997
27/04/2001;00:00:00;7850923
28/04/2001;00:00:00;8019942
29/04/2001;00:00:00;7521641
30/04/2001;00:00:00;7299809
01/05/2001;00:00:00;7572649
02/05/2001;00:00:00;21765202
03/05/2001;00:00:00;10713960
04/05/2001;00:00:00;4919923
05/05/2001;00:00:00;0
06/05/2001;00:00:00;0
07/05/2001;00:00:00;0
08/05/2001;00:00:00;0
09/05/2001;00:00:00;0
10/05/2001;00:00:00;0
11/05/2001;00:00:00;5682882
12/05/2001;00:00:00;5637548
13/05/2001;00:00:00;5313005
14/05/2001;00:00:00;5333599
15/05/2001;00:00:00;5171122
16/05/2001;00:00:00;5464483
17/05/2001;00:00:00;5929671
18/05/2001;00:00:00;5331259
19/05/2001;00:00:00;4898553
20/05/2001;00:00:00;4467473
21/05/2001;00:00:00;4346249
22/05/2001;00:00:00;4091492
23/05/2001;00:00:00;3841992
24/05/2001;00:00:00;3663709
25/05/2001;00:00:00;3492112
26/05/2001;00:00:00;3425029
27/05/2001;00:00:00;3418232
28/05/2001;00:00:00;3312455
29/05/2001;00:00:00;3063045
30/05/2001;00:00:00;2933860
31/05/2001;00:00:00;2800945
01/06/2001;00:00:00;2676159
02/06/2001;00:00:00;2626732
03/06/2001;00:00:00;2604582
04/06/2001;00:00:00;2499110
05/06/2001;00:00:00;2405600
06/06/2001;00:00:00;2437544
07/06/2001;00:00:00;2421932
08/06/2001;00:00:00;2383340
09/06/2001;00:00:00;2398340
10/06/2001;00:00:00;2244477
11/06/2001;00:00:00;2089051
12/06/2001;00:00:00;2006923
13/06/2001;00:00:00;1842249
14/06/2001;00:00:00;1811393
15/06/2001;00:00:00;1834152
16/06/2001;00:00:00;2006791
17/06/2001;00:00:00;2116640
18/06/2001;00:00:00;1957827
19/06/2001;00:00:00;1715643
20/06/2001;00:00:00;1517811
21/06/2001;00:00:00;1461227
22/06/2001;00:00:00;1421595
23/06/2001;00:00:00;1377233
24/06/2001;00:00:00;1333352
25/06/2001;00:00:00;1269469
26/06/2001;00:00:00;1172005
27/06/2001;00:00:00;1180522
28/06/2001;00:00:00;1163350
29/06/2001;00:00:00;1124720
30/06/2001;00:00:00;1067110
01/07/2001;00:00:00;1009214
02/07/2001;00:00:00;956560
03/07/2001;00:00:00;920072
04/07/2001;00:00:00;868145
05/07/2001;00:00:00;1028806
06/07/2001;00:00:00;1084491
07/07/2001;00:00:00;931849
08/07/2001;00:00:00;798639
09/07/2001;00:00:00;821629
10/07/2001;00:00:00;793314
11/07/2001;00:00:00;791601
12/07/2001;00:00:00;776677
13/07/2001;00:00:00;845263
14/07/2001;00:00:00;885287
15/07/2001;00:00:00;927008
16/07/2001;00:00:00;862599
17/07/2001;00:00:00;834369
18/07/2001;00:00:00;1486783
19/07/2001;00:00:00;4984892
20/07/2001;00:00:00;2234431
21/07/2001;00:00:00;1393817
22/07/2001;00:00:00;1197968
23/07/2001;00:00:00;1170932
24/07/2001;00:00:00;1074332
25/07/2001;00:00:00;969061
26/07/2001;00:00:00;880297
27/07/2001;00:00:00;825863
28/07/2001;00:00:00;777226
29/07/2001;00:00:00;761214
30/07/2001;00:00:00;736575
31/07/2001;00:00:00;687741
01/08/2001;00:00:00;657722
02/08/2001;00:00:00;571478
03/08/2001;00:00:00;818814
04/08/2001;00:00:00;849031
05/08/2001;00:00:00;678027
06/08/2001;00:00:00;708026
07/08/2001;00:00:00;740915
08/08/2001;00:00:00;1291749
09/08/2001;00:00:00;1018312
10/08/2001;00:00:00;781104
11/08/2001;00:00:00;691304
12/08/2001;00:00:00;567012
13/08/2001;00:00:00;562249
14/08/2001;00:00:00;564447
15/08/2001;00:00:00;556571
16/08/2001;00:00:00;539902
17/08/2001;00:00:00;560601
18/08/2001;00:00:00;546313
19/08/2001;00:00:00;822134
20/08/2001;00:00:00;1119478
21/08/2001;00:00:00;841411
22/08/2001;00:00:00;724396
23/08/2001;00:00:00;668688
24/08/2001;00:00:00;633229
25/08/2001;00:00:00;615285
26/08/2001;00:00:00;601593
27/08/2001;00:00:00;597852
28/08/2001;00:00:00;596169
29/08/2001;00:00:00;553933
30/08/2001;00:00:00;462848
31/08/2001;00:00:00;464900
01/09/2001;00:00:00;464900
02/09/2001;00:00:00;446912
03/09/2001;00:00:00;404843
04/09/2001;00:00:00;249218
05/09/2001;00:00:00;279248
06/09/2001;00:00:00;185287
07/09/2001;00:00:00;163294
08/09/2001;00:00:00;151522
09/09/2001;00:00:00;139751
10/09/2001;00:00:00;141495
11/09/2001;00:00:00;141262
12/09/2001;00:00:00;129347
13/09/2001;00:00:00;109438
14/09/2001;00:00:00;97341
15/09/2001;00:00:00;89388
16/09/2001;00:00:00;89388
17/09/2001;00:00:00;89388
18/09/2001;00:00:00;88619
19/09/2001;00:00:00;64829
20/09/2001;00:00:00;41323
21/09/2001;00:00:00;38684
22/09/2001;00:00:00;39964
23/09/2001;00:00:00;38604
24/09/2001;00:00:00;27014
25/09/2001;00:00:00;14242
26/09/2001;00:00:00;14599
27/09/2001;00:00:00;7302
28/09/2001;00:00:00;4825
29/09/2001;00:00:00;4825
30/09/2001;00:00:00;4624
01/10/2001;00:00:00;4774
02/10/2001;00:00:00;880711
03/10/2001;00:00:00;571022
04/10/2001;00:00:00;752113
05/10/2001;00:00:00;585889
06/10/2001;00:00:00;538090
07/10/2001;00:00:00;487322
08/10/2001;00:00:00;3535791
09/10/2001;00:00:00;2330204
10/10/2001;00:00:00;1317728
11/10/2001;00:00:00;1028878
12/10/2001;00:00:00;887828
13/10/2001;00:00:00;821629
14/10/2001;00:00:00;795942
15/10/2001;00:00:00;795524
16/10/2001;00:00:00;799701
17/10/2001;00:00:00;781751
18/10/2001;00:00:00;754841
19/10/2001;00:00:00;750804
20/10/2001;00:00:00;744169
21/10/2001;00:00:00;791807
22/10/2001;00:00:00;784208
23/10/2001;00:00:00;712508
24/10/2001;00:00:00;0
25/10/2001;00:00:00;0
26/10/2001;00:00:00;0
27/10/2001;00:00:00;0
28/10/2001;00:00:00;0
29/10/2001;00:00:00;0
30/10/2001;00:00:00;1316746
31/10/2001;00:00:00;1345627
01/11/2001;00:00:00;1278128
02/11/2001;00:00:00;1180840
03/11/2001;00:00:00;1150558
04/11/2001;00:00:00;1102537
05/11/2001;00:00:00;1094889
06/11/2001;00:00:00;1103232
07/11/2001;00:00:00;1091876
08/11/2001;00:00:00;1112502
09/11/2001;00:00:00;1169399
10/11/2001;00:00:00;1180364
11/11/2001;00:00:00;1178936
12/11/2001;00:00:00;1178461
13/11/2001;00:00:00;1172349
14/11/2001;00:00:00;1177985
15/11/2001;00:00:00;1173288
16/11/2001;00:00:00;1151114
17/11/2001;00:00:00;1101735
18/11/2001;00:00:00;1061424
19/11/2001;00:00:00;1061653
20/11/2001;00:00:00;1059824
21/11/2001;00:00:00;1076512
22/11/2001;00:00:00;1080399
23/11/2001;00:00:00;1067825
24/11/2001;00:00:00;1061881
25/11/2001;00:00:00;1044507
26/11/2001;00:00:00;1048393
27/11/2001;00:00:00;1295899
28/11/2001;00:00:00;1247271
29/11/2001;00:00:00;1199316
30/11/2001;00:00:00;1183560
01/12/2001;00:00:00;1285039
02/12/2001;00:00:00;2443509
03/12/2001;00:00:00;1821776
04/12/2001;00:00:00;2142844
05/12/2001;00:00:00;1953374
06/12/2001;00:00:00;1782602
07/12/2001;00:00:00;1594138
08/12/2001;00:00:00;1514996
09/12/2001;00:00:00;1488962
10/12/2001;00:00:00;1381284
11/12/2001;00:00:00;1316746
12/12/2001;00:00:00;1287722
13/12/2001;00:00:00;1271381
14/12/2001;00:00:00;1270893
15/12/2001;00:00:00;1265822
16/12/2001;00:00:00;1254980
17/12/2001;00:00:00;1234743
18/12/2001;00:00:00;1223661
19/12/2001;00:00:00;1223185
20/12/2001;00:00:00;1222710
21/12/2001;00:00:00;1223185
22/12/2001;00:00:00;1223185
23/12/2001;00:00:00;1219379
24/12/2001;00:00:00;1220569
25/12/2001;00:00:00;1220093
26/12/2001;00:00:00;1262443
27/12/2001;00:00:00;1279867
28/12/2001;00:00:00;1223661
29/12/2001;00:00:00;1275572
30/12/2001;00:00:00;8599128
31/12/2001;00:00:00;4028681
01/01/2002;00:00:00;2769450
02/01/2002;00:00:00;2394942
03/01/2002;00:00:00;2284049
04/01/2002;00:00:00;2118235
05/01/2002;00:00:00;1993244
06/01/2002;00:00:00;1920752
07/01/2002;00:00:00;1825287
08/01/2002;00:00:00;1776546
09/01/2002;00:00:00;1774914
10/01/2002;00:00:00;1765666
11/01/2002;00:00:00;1682744
12/01/2002;00:00:00;1609386
13/01/2002;00:00:00;1608864
14/01/2002;00:00:00;1609386
15/01/2002;00:00:00;1608864
16/01/2002;00:00:00;3810289
17/01/2002;00:00:00;2708230
18/01/2002;00:00:00;2473255
19/01/2002;00:00:00;2394437
20/01/2002;00:00:00;2738234
21/01/2002;00:00:00;2582944
22/01/2002;00:00:00;2538932
23/01/2002;00:00:00;2440652
24/01/2002;00:00:00;3285783
25/01/2002;00:00:00;3838063
26/01/2002;00:00:00;5367630
27/01/2002;00:00:00;7636035
28/01/2002;00:00:00;20538156
29/01/2002;00:00:00;13687398
30/01/2002;00:00:00;9305066
31/01/2002;00:00:00;8214923
01/02/2002;00:00:00;8032399
02/02/2002;00:00:00;8848315
03/02/2002;00:00:00;7535071
04/02/2002;00:00:00;8196536
05/02/2002;00:00:00;9160275
06/02/2002;00:00:00;18955854
07/02/2002;00:00:00;11310886
08/02/2002;00:00:00;9573853
09/02/2002;00:00:00;9221629
10/02/2002;00:00:00;10866569
11/02/2002;00:00:00;9515194
12/02/2002;00:00:00;9172601
13/02/2002;00:00:00;8526522
14/02/2002;00:00:00;13612910
15/02/2002;00:00:00;11164900
16/02/2002;00:00:00;9252755
17/02/2002;00:00:00;8696687
18/02/2002;00:00:00;8351856
19/02/2002;00:00:00;8054393
20/02/2002;00:00:00;7676629
21/02/2002;00:00:00;11784819
22/02/2002;00:00:00;9167388
23/02/2002;00:00:00;8400191
24/02/2002;00:00:00;7734635
25/02/2002;00:00:00;7258033
26/02/2002;00:00:00;7638767
27/02/2002;00:00:00;11836428
28/02/2002;00:00:00;8600524
01/03/2002;00:00:00;8399600
02/03/2002;00:00:00;8708472
03/03/2002;00:00:00;9396217
04/03/2002;00:00:00;7821634
05/03/2002;00:00:00;7479346
06/03/2002;00:00:00;7212926
07/03/2002;00:00:00;6928086
08/03/2002;00:00:00;6560067
09/03/2002;00:00:00;6374086
10/03/2002;00:00:00;6220286
11/03/2002;00:00:00;5948642
12/03/2002;00:00:00;5913202
13/03/2002;00:00:00;5806456
14/03/2002;00:00:00;5643222
15/03/2002;00:00:00;6203646
16/03/2002;00:00:00;5884503
17/03/2002;00:00:00;5763463
18/03/2002;00:00:00;5763467
19/03/2002;00:00:00;38529608
20/03/2002;00:00:00;21192460
21/03/2002;00:00:00;13992392
22/03/2002;00:00:00;12450496
23/03/2002;00:00:00;11411026
24/03/2002;00:00:00;10697570
25/03/2002;00:00:00;9720043
26/03/2002;00:00:00;9014564
27/03/2002;00:00:00;8561737
28/03/2002;00:00:00;8205949
29/03/2002;00:00:00;7929686
30/03/2002;00:00:00;7621771
31/03/2002;00:00:00;7212094
01/04/2002;00:00:00;6874095
02/04/2002;00:00:00;6745788
03/04/2002;00:00:00;6518826
04/04/2002;00:00:00;8297321
05/04/2002;00:00:00;7591407
06/04/2002;00:00:00;6736818
07/04/2002;00:00:00;6135017
08/04/2002;00:00:00;6151351
09/04/2002;00:00:00;5837333
10/04/2002;00:00:00;5397478
11/04/2002;00:00:00;5200239
12/04/2002;00:00:00;4932439
13/04/2002;00:00:00;4709621
14/04/2002;00:00:00;4581634
15/04/2002;00:00:00;4357523
16/04/2002;00:00:00;4295360
17/04/2002;00:00:00;4148018
