zone_key,K_value,geology_name,dataset_note,source_doc
2191,1e-05,"quartzdiorites, tonalites, granodiorites",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2201,1e-05,"paragneiss, leptynites, amphibolites",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2211,1e-05,"migmatites, amphibolites, anatexites",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2221,2e-06,"micaschistes, paragneiss",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2231,4.472135955e-06,"micaschistes, paragneiss",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2241,4.472135955e-06,"micaschistes éclogitiques, paragneiss éclogitiques",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2271,1e-05,métamorphites indifférenciées,dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2281,1e-05,"gabbros, diorites",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2301,1e-05,orthogneiss indifférenciés,dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2311,1e-05,orthogneiss indifférenciés,dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2331,1e-05,"sédiments, granitoïdes, métamorphites indifférenciées",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2341,1e-05,impactite,dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2371,1e-05,"ultrabasites, péridotites, serpentinites",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
2381,1e-05,"ultrabasites, péridotites, serpentinites",dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
SEA,1e-06,SEA,dummy_demo_not_for_scientific_use,geology_K_dummy_demo_sources.md
