comparison_id,observable,variable,support,unit,variant_id,variant_label,comparison_time_key,time,time_index,elapsed_seconds,value_index,value
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:3,3,3,,0,113.43730926513672
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:4,4,4,,0,112.78262329101562
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:5,5,5,,0,111.911376953125
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:6,6,6,,0,109.99053955078125
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:7,7,7,,0,109.15506744384766
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:8,8,8,,0,109.15155029296875
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:9,9,9,,0,110.45521545410156
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:10,10,10,,0,110.58866119384766
example12_mf6_vs_nwt_different_meshes_demonstrative,head_mid_basin_response,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:11,11,11,,0,114.18811798095703
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:0,0,0,,0,106.9059829711914
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:1,1,1,,0,108.2701187133789
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:2,2,2,,0,108.32230377197266
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:3,3,3,,0,107.82532501220703
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:4,4,4,,0,107.12930297851562
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:5,5,5,,0,106.13066101074219
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:6,6,6,,0,104.01932525634766
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:7,7,7,,0,103.18960571289062
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:8,8,8,,0,103.09893035888672
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:9,9,9,,0,104.47032165527344
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:10,10,10,,0,104.61378479003906
example12_mf6_vs_nwt_different_meshes_demonstrative,head_upstream_ridge,watertable_elevation,point,m,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:11,11,11,,0,107.98338317871094
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:0,0,0,,0,0.00019202820085747926
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:1,1,1,,0,0.0003748519057684642
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:2,2,2,,0,0.00034174151670289754
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:3,3,3,,0,0.0002483647145754169
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:4,4,4,,0,0.00017988439622844635
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:5,5,5,,0,8.690374442615136e-05
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:6,6,6,,0,1.6139182827918165e-05
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:7,7,7,,0,7.033756236086009e-06
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:8,8,8,,0,6.58044108671742e-06
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:9,9,9,,0,2.030733702510734e-05
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:10,10,10,,0,2.23209755976886e-05
example12_mf6_vs_nwt_different_meshes_demonstrative,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_demo_structured,NWT annual demonstrative on 60x60 structured grid,time_index:11,11,11,,0,0.00028251148426163664
