comparison_id,variable,time_index,time_label,value__mf6_demo_triangular,value__nwt_demo_structured
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,2,2003-03-01,1.0438970368086842,0.0
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,2,2003-03-01,139.2033434729419,124.35892600165474
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,3,2003-04-01,0.023863617817212076,0.07647399604320526
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,3,2003-04-01,79.1025153920231,92.83333333333333
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,3,2003-04-01,3.555582687631723e-08,3.6527624231767035e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,3,2003-04-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,3,2003-04-01,3.7037037037037036e-08,3.7037037037037036e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,3,2003-04-01,99.98966510210754,99.02777777777779
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,3,2003-04-01,100.0,99.05555555555556
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,3,2003-04-01,1.0438970368086842,0.004752731295289618
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,3,2003-04-01,134.26880250493988,123.69208826276991
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,4,2003-05-01,0.01740872734381622,0.05360402539372444
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,4,2003-05-01,79.1025153920231,87.30555555555556
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,4,2003-05-01,2.5462943311111515e-08,2.553882043350705e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,4,2003-05-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,4,2003-05-01,2.5462962962962964e-08,2.5462962962962964e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,4,2003-05-01,99.98966510210754,91.58333333333334
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,4,2003-05-01,100.0,93.52777777777777
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,4,2003-05-01,1.0438970368086842,0.03144032763942261
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,4,2003-05-01,130.56798721744127,123.04842505772909
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,5,2003-06-01,0.007923752632082965,0.02866286225616932
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,5,2003-06-01,77.15445619541822,42.80555555555556
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,5,2003-06-01,1.1618151107519112e-08,1.2870443383074362e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,5,2003-06-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,5,2003-06-01,1.1574074074074074e-08,1.1574074074074074e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,5,2003-06-01,96.77472901631006,48.30555555555556
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,5,2003-06-01,98.05194080339511,49.02777777777778
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,5,2003-06-01,1.0594766625762029,0.4864488762180736
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,5,2003-06-01,125.38455494375602,121.88213992648654
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,6,2003-07-01,0.0022817469860693515,0.00715754134580493
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,6,2003-07-01,15.095842437964757,7.694444444444444
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,6,2003-07-01,3.8953429848682374e-09,2.53452430445945e-09
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,6,2003-07-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,6,2003-07-01,0.0,0.0
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,6,2003-07-01,35.98299214804919,13.527777777777777
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,6,2003-07-01,35.993327045941655,13.916666666666666
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,6,2003-07-01,296.4115337476917,2.6308687520494107
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,6,2003-07-01,117.53451271429323,119.15740127139621
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,7,2003-08-01,0.0017111443717208832,0.0030571622774004936
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,7,2003-08-01,4.481636879062022,1.3333333333333335
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,7,2003-08-01,2.904308361012808e-09,1.035369895690642e-09
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,7,2003-08-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,7,2003-08-01,0.0,0.0
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,7,2003-08-01,24.882129159029752,6.861111111111111
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,7,2003-08-01,25.37912148703892,7.555555555555555
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,7,2003-08-01,2596.6669197938836,4.199859521989832
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,7,2003-08-01,87.95848033155072,117.50423922220865
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,8,2003-09-01,0.0014156158915761682,0.0028763008303940296
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,8,2003-09-01,0.0,0.2222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,8,2003-09-01,2.3712462030678583e-09,9.969841860327655e-10
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,8,2003-09-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,8,2003-09-01,0.0,0.0
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,8,2003-09-01,20.619068456657363,6.444444444444445
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,8,2003-09-01,20.897484607976896,6.444444444444445
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,8,2003-09-01,4508.6162026807015,5.341233562970623
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,8,2003-09-01,64.25250360729613,116.36070999569363
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,9,2003-10-01,0.002165006686673346,0.00882943905889988
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,9,2003-10-01,4.7616427209764005,7.027777777777777
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,9,2003-10-01,3.3054546642924826e-09,3.2064976276469094e-09
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,9,2003-10-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,9,2003-10-01,4.6296296296296295e-09,4.6296296296296295e-09
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,9,2003-10-01,25.380711177633763,13.111111111111112
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,9,2003-10-01,25.659127328953296,13.25
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,9,2003-10-01,4508.33351106203,4.779077764653029
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,9,2003-10-01,64.82683604765268,117.04692074245877
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,10,2003-11-01,0.021735835155296368,0.009651992470026016
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,10,2003-11-01,34.60135670977999,7.694444444444444
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,10,2003-11-01,2.8872545197014034e-08,3.5548636859619904e-09
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,10,2003-11-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,10,2003-11-01,3.2407407407407403e-08,3.2407407407407403e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,10,2003-11-01,55.48850641986442,13.833333333333334
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,10,2003-11-01,55.498841317756884,13.916666666666666
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,10,2003-11-01,4507.611950231709,4.579694031803099
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,10,2003-11-01,74.71293812319338,117.26586378309462
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,11,2003-12-01,0.041176443159083316,0.08051206171512604
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,11,2003-12-01,34.60135670977999,93.19444444444444
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,11,2003-12-01,5.3240660005870095e-08,3.9533705591226374e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,11,2003-12-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,11,2003-12-01,5.324074074074074e-08,5.324074074074074e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,11,2003-12-01,55.48850641986442,99.08333333333333
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,11,2003-12-01,55.498841317756884,99.41666666666666
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,11,2003-12-01,4507.611950231709,0.004655915330495882
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,11,2003-12-01,83.5353943168516,123.86096402274238
