comparison_id,observable,variable,support,unit,variant_id,variant_label,comparison_time_key,time,time_index,elapsed_seconds,value_index,value
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:5,5,5,,0,108.77437968161404
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:6,6,6,,0,107.53118145181477
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:7,7,7,,0,106.89453010200062
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:8,8,8,,0,106.7601402221111
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:9,9,9,,0,107.57183847060915
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:10,10,10,,0,109.78965981037412
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:11,11,11,,0,112.12136920651135
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:0,0,0,,0,0.00013401904032906277
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:1,1,1,,0,0.000259489459607227
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:2,2,2,,0,0.00022099071923739648
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:3,3,3,,0,0.00017226787863757726
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:4,4,4,,0,0.0001247060549814458
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:5,5,5,,0,7.94864488650799e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:6,6,6,,0,4.716480788498123e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:7,7,7,,0,3.319493647902647e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:8,8,8,,0,2.9192375986445927e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:9,9,9,,0,3.968342393201045e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:10,10,10,,0,0.00010590860494383738
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,mf6_mod_s60,MF6 annual moderate on 60x60 structured grid,time_index:11,11,11,,0,0.00024199512910944365
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:0,0,0,,0,116.09262084960938
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:1,1,1,,0,118.03890991210938
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:2,2,2,,0,117.48055267333984
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:3,3,3,,0,116.6348648071289
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:4,4,4,,0,115.90869140625
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:5,5,5,,0,114.92308044433594
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:6,6,6,,0,113.84512329101562
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:7,7,7,,0,113.41221618652344
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:8,8,8,,0,113.41609954833984
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:9,9,9,,0,114.17802429199219
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:10,10,10,,0,114.21210479736328
ex12_mf6_nwt_moderate_same_s60,head_outlet_lowland,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:11,11,11,,0,117.54637145996094
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:0,0,0,,0,116.22386932373047
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:1,1,1,,0,118.13345336914062
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:2,2,2,,0,117.7114486694336
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:3,3,3,,0,116.93858337402344
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:4,4,4,,0,116.12748718261719
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:5,5,5,,0,115.0318374633789
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:6,6,6,,0,113.7960205078125
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:7,7,7,,0,113.15201568603516
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:8,8,8,,0,113.15589904785156
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:9,9,9,,0,113.84722900390625
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:10,10,10,,0,113.88154602050781
ex12_mf6_nwt_moderate_same_s60,head_mid_basin_response,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:11,11,11,,0,117.38877868652344
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:0,0,0,,0,109.48026275634766
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:1,1,1,,0,110.2066650390625
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:2,2,2,,0,111.19087982177734
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:3,3,3,,0,110.68174743652344
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:4,4,4,,0,109.86071014404297
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:5,5,5,,0,108.76371765136719
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:6,6,6,,0,107.55073547363281
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:7,7,7,,0,106.97003936767578
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:8,8,8,,0,106.97394561767578
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:9,9,9,,0,107.7573013305664
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:10,10,10,,0,107.79143524169922
ex12_mf6_nwt_moderate_same_s60,head_upstream_ridge,watertable_elevation,point,m,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:11,11,11,,0,109.6661605834961
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:0,0,0,,0,0.00013396060154421174
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:1,1,1,,0,0.0002366053979332921
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:2,2,2,,0,0.00022099297060731825
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:3,3,3,,0,0.00015502531423857208
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:4,4,4,,0,0.00012442629200831793
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:5,5,5,,0,7.958881357168409e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:6,6,6,,0,4.509927281487538e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:7,7,7,,0,3.411645486918178e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:8,8,8,,0,3.416674454220575e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:9,9,9,,0,4.58507371250663e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:10,10,10,,0,4.6480960323314334e-05
ex12_mf6_nwt_moderate_same_s60,outlet_flux_series,outlet_flux,outlet,m3/s,nwt_mod_s60,NWT annual moderate on 60x60 structured grid,time_index:11,11,11,,0,0.00016001407159000125
